hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status_date
1,1,90,2016,0,17,19,4,10,2,0.0,0,2,135,6,3,0,0,0,0,0,0,0,0,2,90.14,0,2,396
1,1,0,2016,0,17,20,0,1,1,0.0,0,0,135,2,0,0,0,0,0,0,0,0,0,3,58.5,0,0,415
1,1,50,2016,0,17,20,2,5,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,0,2,121.0,0,0,373
1,1,28,2016,0,17,21,0,1,1,0.0,0,0,135,2,0,0,0,0,0,0,0,0,0,2,42.0,0,1,414
1,1,6,2016,0,17,21,0,1,2,0.0,0,0,135,3,1,0,0,0,3,3,0,0,0,2,73.0,0,0,413
1,1,66,2016,0,17,21,0,2,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,0,2,88.0,0,1,359
1,1,66,2016,0,17,21,0,2,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,0,2,94.0,0,1,359
1,1,31,2016,0,17,21,0,2,1,0.0,0,0,135,2,0,0,0,0,0,0,0,0,0,2,42.0,0,1,414
1,0,206,2016,0,17,21,0,3,2,0.0,0,0,81,6,3,0,0,0,0,0,1,0,0,3,52.98,1,2,419
1,0,206,2016,0,17,21,0,3,2,0.0,0,0,81,6,3,0,0,0,0,0,1,0,0,3,46.98,0,2,419
1,1,100,2016,0,17,21,1,3,1,0.0,0,0,135,6,3,0,0,0,0,2,1,0,0,2,44.1,0,0,396
1,1,116,2016,0,17,21,2,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,68.0,0,0,376
1,0,168,2016,0,17,21,2,5,2,0.0,0,0,59,5,3,0,0,0,4,4,0,0,0,2,58.95,0,0,423
1,1,93,2016,0,17,21,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,88.0,0,1,324
1,1,57,2016,0,17,22,0,2,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,95.0,0,0,367
1,0,191,2016,0,17,22,1,2,2,0.0,0,4,135,5,3,0,0,0,0,0,1,0,0,3,85.33,0,0,420
1,0,191,2016,0,17,22,1,2,2,0.0,0,4,135,5,3,0,0,0,0,2,1,0,0,3,85.33,0,0,420
1,0,191,2016,0,17,22,1,2,2,0.0,0,4,135,5,3,0,0,0,0,0,2,0,0,3,85.33,0,1,420
1,0,191,2016,0,17,22,1,2,2,0.0,0,4,135,5,3,0,0,0,0,0,1,0,0,3,85.33,0,1,420
1,0,191,2016,0,17,22,1,2,2,0.0,0,4,135,5,3,0,0,0,0,0,1,0,0,2,85.33,0,0,420
1,1,191,2016,0,17,22,1,2,2,0.0,0,1,135,5,3,0,0,0,0,2,2,0,0,3,92.0,0,0,410
1,1,92,2016,0,17,22,1,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,68.0,0,0,416
1,0,191,2016,0,17,22,1,2,3,0.0,0,4,135,5,3,0,0,0,0,2,2,0,0,3,85.33,0,0,420
1,1,181,2016,0,17,22,1,2,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,44.1,0,1,292
1,0,191,2016,0,17,22,1,2,1,0.0,0,4,135,5,3,0,0,0,0,2,2,0,0,3,0.0,0,0,420
1,1,7,2016,0,17,22,1,2,1,0.0,0,1,135,5,3,0,0,0,0,0,0,0,0,3,19.0,0,0,410
1,1,191,2016,0,17,22,1,2,2,0.0,0,1,135,5,3,0,0,0,0,0,1,0,0,3,92.0,0,0,410
1,1,83,2016,0,17,22,2,5,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,0,2,46.0,0,0,357
1,1,83,2016,0,17,22,2,5,2,0.0,0,0,135,4,3,0,0,0,3,3,0,1,0,2,58.0,0,0,357
1,1,83,2016,0,17,22,2,5,2,0.0,0,0,135,4,3,0,0,0,4,4,0,1,0,2,70.0,0,0,357
1,1,42,2016,0,17,22,2,5,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,71.0,0,0,376
1,1,83,2016,0,17,22,2,5,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,0,2,46.0,0,0,337
1,1,80,2016,0,17,22,2,5,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,0,2,46.0,0,0,357
1,0,41,2016,0,17,22,2,5,2,0.0,0,1,135,6,3,0,0,0,4,8,1,0,0,2,122.0,0,1,424
1,1,25,2016,0,17,23,0,1,1,0.0,0,0,135,3,1,0,0,0,3,3,0,0,0,2,87.0,0,0,393
1,1,35,2016,0,17,23,0,1,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,75.0,0,0,393
1,0,197,2016,0,17,23,1,1,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,0,2,49.3,0,0,420
1,1,106,2016,0,17,23,1,1,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,0,322
1,1,61,2016,0,17,23,1,1,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,73.0,0,1,373
1,1,52,2016,0,17,23,1,1,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,80.0,0,1,417
1,1,27,2016,0,17,23,2,1,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,0,2,85.0,0,0,394
1,1,36,2016,0,17,23,2,1,2,0.0,0,0,51,6,3,0,0,0,4,4,0,0,0,2,85.33,0,0,407
1,1,21,2016,0,17,23,2,3,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,79.0,0,0,402
1,1,98,2016,0,17,23,2,3,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,73.0,0,1,333
1,1,106,2016,0,17,23,2,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,0,416
1,1,17,2016,0,17,23,2,2,2,2.0,0,2,59,6,3,0,0,0,6,6,0,0,0,2,178.0,0,0,401
1,1,229,2016,0,17,23,2,4,2,0.0,0,0,135,5,3,0,0,0,3,3,0,0,0,2,52.2,0,1,415
1,1,191,2016,0,17,23,2,4,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,0,2,101.7,0,1,260
1,0,218,2016,0,17,23,2,5,2,0.0,0,0,76,5,3,0,0,0,0,0,0,0,0,2,40.76,0,0,425
1,1,80,2016,0,17,23,2,5,1,0.0,0,1,135,5,3,0,0,0,0,0,0,0,0,2,54.0,0,1,367
1,0,222,2016,0,17,23,2,5,2,0.0,0,0,76,5,3,0,0,0,0,0,2,0,0,2,41.33,0,2,425
1,1,103,2016,0,17,23,4,6,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,68.0,0,0,331
1,1,95,2016,0,17,23,4,10,2,0.0,0,0,135,4,3,0,0,0,0,0,0,0,0,3,47.0,0,0,346
1,1,95,2016,0,17,23,4,10,2,0.0,0,0,135,4,3,0,0,0,0,0,0,0,0,3,8.0,0,0,323
1,1,9,2016,0,18,24,1,0,2,0.0,0,0,135,3,1,0,0,0,3,3,0,0,0,2,81.0,0,0,415
1,1,143,2016,0,18,24,2,2,2,0.0,0,1,135,4,3,0,0,0,0,0,0,1,0,2,84.0,0,0,309
1,1,62,2016,0,18,24,2,2,1,0.0,0,0,135,5,3,0,0,0,3,3,0,0,0,2,52.56,0,0,409
1,1,46,2016,0,18,24,2,3,1,0.0,0,0,76,3,1,0,0,0,3,3,0,0,0,2,67.5,0,0,394
1,1,42,2016,0,18,24,2,3,3,1.0,0,0,123,6,3,0,0,0,7,7,0,0,0,2,124.4,0,0,377
1,1,89,2016,0,18,24,2,5,2,0.0,0,0,135,5,3,0,0,0,3,3,0,0,0,2,52.2,0,0,395
1,0,167,2016,0,18,24,2,5,2,0.0,0,0,59,5,3,0,0,0,4,4,0,0,0,2,56.95,0,0,426
1,1,72,2016,0,18,24,2,5,2,2.0,0,0,135,3,1,0,0,0,2,2,0,0,0,2,88.0,0,0,357
1,1,98,2016,0,18,25,1,0,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,58.0,0,1,360
1,1,9,2016,0,18,25,1,1,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,43.12,0,0,412
1,1,53,2016,0,18,25,1,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,58.0,0,1,371
1,1,138,2016,0,18,25,1,2,2,0.0,0,0,135,4,3,0,0,0,4,4,0,1,0,2,65.0,0,0,322
1,1,13,2016,0,18,25,1,2,2,0.0,0,0,135,2,0,0,0,0,4,4,0,0,0,2,85.0,0,0,414
1,1,18,2016,0,18,25,1,3,2,0.0,0,0,54,6,3,0,0,0,4,4,0,0,0,2,85.0,0,0,408
1,1,110,2016,0,18,25,1,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,1,402
1,1,27,2016,0,18,25,1,3,2,0.0,0,0,76,6,3,0,0,0,4,4,0,0,0,2,85.0,0,0,394
1,1,56,2016,0,18,25,1,3,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,0,3,47.0,0,1,416
1,1,13,2016,0,18,25,1,4,2,0.0,0,0,135,2,0,0,0,0,4,4,0,0,0,2,85.0,0,0,414
1,1,93,2016,0,18,25,2,5,3,1.0,0,0,135,6,3,0,0,0,7,7,0,0,0,2,125.0,0,1,331
1,1,93,2016,0,18,25,2,5,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,73.57,0,1,331
1,1,93,2016,0,18,25,2,5,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,0,2,113.57,0,0,331
1,1,13,2016,0,18,25,9,24,2,0.0,0,0,135,2,0,0,0,0,3,3,0,0,0,2,77.0,0,0,414
1,1,3,2016,0,18,26,0,1,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,59.0,0,0,418
1,0,7,2016,0,18,26,0,2,1,0.0,0,0,135,4,3,0,0,0,0,0,0,0,0,2,30.0,0,0,423
1,0,189,2016,0,18,26,0,2,2,0.0,0,0,56,4,3,0,0,0,0,0,0,0,0,2,46.0,0,0,423
1,1,189,2016,0,18,26,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,0,0,3,46.0,0,0,386
1,1,189,2016,0,18,26,0,2,2,0.0,0,0,135,4,3,0,0,0,0,0,0,0,0,3,46.0,0,0,375
1,0,189,2016,0,18,26,0,2,2,0.0,0,0,56,4,3,0,0,0,0,0,0,0,0,3,46.0,0,0,423
1,0,189,2016,0,18,26,0,2,1,0.0,0,0,135,4,3,0,0,0,0,0,1,0,0,3,30.0,0,0,423
1,0,189,2016,0,18,26,0,2,1,0.0,0,0,56,4,3,0,0,0,0,0,1,0,0,3,30.0,0,0,423
1,1,27,2016,0,18,26,0,3,2,0.0,0,0,25,6,3,0,0,0,3,3,0,0,0,2,87.0,0,1,421
1,1,53,2016,0,18,26,0,3,2,0.0,0,0,51,6,3,0,0,0,3,3,0,0,0,2,80.0,0,0,387
1,1,11,2016,0,18,26,0,3,2,0.0,0,2,135,5,3,0,0,0,4,4,0,0,0,2,96.0,0,0,420
1,1,26,2016,0,18,26,0,4,2,0.0,0,2,135,5,3,0,0,0,3,3,0,0,0,2,78.2,0,0,408
1,1,53,2016,0,18,26,2,6,2,0.0,0,0,59,6,3,0,0,0,4,4,0,0,0,2,95.0,0,0,398
1,0,179,2016,0,18,26,4,10,2,0.0,0,2,59,5,3,0,0,0,4,4,0,0,0,2,82.95,0,1,435
1,1,6,2016,0,18,27,0,1,2,0.0,0,0,135,3,1,0,0,0,3,3,0,0,0,3,72.0,0,0,417
1,1,6,2016,0,18,27,0,1,2,0.0,0,0,135,3,1,0,0,0,3,3,0,0,0,3,72.0,0,0,421
1,1,179,2016,0,18,27,0,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,1,380
1,1,12,2016,0,18,27,0,3,2,0.0,0,2,135,4,1,0,0,0,0,0,1,0,0,3,85.33,0,0,422
1,1,12,2016,0,18,27,0,3,2,0.0,0,4,135,4,1,0,0,0,0,0,1,0,0,3,72.0,0,0,410
1,1,89,2016,0,18,27,0,3,1,0.0,0,0,135,3,1,0,0,0,6,6,0,0,0,2,125.67,0,1,372
1,1,91,2016,0,18,27,0,4,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,68.0,0,1,333
1,1,209,2016,0,18,27,2,5,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,0,2,79.2,0,1,421
1,1,97,2016,0,18,27,2,5,2,0.0,0,1,135,5,3,0,0,0,0,0,1,0,0,2,83.7,0,0,422
1,0,200,2016,0,18,27,1,4,2,0.0,0,0,59,6,3,0,0,0,4,4,0,0,0,2,79.2,0,2,427
1,1,66,2016,0,18,28,0,1,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,0,2,118.0,0,0,371
1,1,15,2016,0,18,28,0,2,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,0,2,65.0,0,0,408
1,1,27,2016,0,18,28,0,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,65.0,0,0,399
1,1,113,2016,0,18,28,0,3,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,0,2,79.2,0,2,411
1,1,168,2016,0,18,28,1,3,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,0,2,80.0,0,0,323
1,0,206,2016,0,18,28,1,3,2,0.0,0,0,59,5,3,0,0,0,0,0,0,0,0,2,39.33,0,1,427
1,1,43,2016,0,18,28,1,3,2,0.0,0,0,51,6,3,0,0,0,3,3,0,0,0,2,67.75,0,0,404
1,1,41,2016,0,18,29,0,1,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,65.0,0,0,383
1,1,14,2016,0,18,29,0,1,2,0.0,0,0,56,6,3,0,0,0,0,0,0,0,0,2,65.0,0,0,422
1,1,1,2016,0,18,29,0,1,1,0.0,0,0,135,3,1,0,0,0,0,3,0,0,0,2,56.0,0,0,424
1,1,0,2016,0,18,29,0,2,1,0.0,0,0,135,3,1,0,0,0,0,3,0,0,0,2,80.0,0,0,424
1,1,1,2016,0,18,29,0,2,2,0.0,0,0,51,6,3,0,0,0,4,4,0,0,0,2,85.0,0,1,424
1,1,7,2016,0,18,29,0,2,2,0.0,0,0,135,2,0,0,0,0,4,4,0,0,0,2,23.0,0,0,417
1,1,65,2016,0,18,29,0,2,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,73.0,0,0,397
1,1,13,2016,0,18,29,0,2,2,0.0,0,0,25,6,3,0,0,0,3,3,0,0,0,2,80.0,0,1,411
1,1,114,2016,0,18,29,0,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,0,399
1,1,34,2016,0,18,29,0,2,2,2.0,0,1,135,6,3,0,0,0,6,6,0,0,0,2,173.0,0,0,410
1,1,25,2016,0,18,29,1,2,2,0.0,0,0,51,6,3,0,0,0,3,3,0,0,0,2,76.67,0,0,403
1,1,26,2016,0,18,29,1,2,2,0.0,0,0,51,6,3,0,0,0,4,4,0,0,0,2,88.33,0,0,411
1,1,102,2016,0,18,29,1,2,2,0.0,0,0,135,6,3,0,0,0,6,6,0,0,0,2,113.0,0,1,323
1,1,50,2016,0,18,29,1,2,1,0.0,0,0,51,3,1,0,0,0,3,3,0,0,0,2,62.4,0,0,380
1,1,47,2016,0,18,29,1,2,2,0.0,0,0,51,6,3,0,0,0,3,3,0,0,0,2,74.33,0,0,412
1,1,199,2016,0,18,29,0,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,46.98,0,1,390
1,1,114,2016,0,18,29,1,2,3,1.0,0,0,135,6,3,0,0,0,7,7,0,0,0,2,123.0,0,0,317
1,1,101,2016,0,18,29,1,2,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,0,2,113.0,0,1,399
1,1,31,2016,0,18,29,1,2,2,0.0,0,2,51,6,3,0,0,0,3,3,0,0,0,2,108.67,0,0,401
1,1,116,2016,0,18,29,1,2,2,0.0,1,2,135,6,3,0,0,0,4,4,0,0,0,2,120.33,0,2,393
1,1,29,2016,0,18,29,1,2,2,0.0,0,0,51,6,3,0,0,0,3,3,0,0,0,2,82.67,0,0,412
1,1,108,2016,0,18,29,2,2,2,0.0,0,2,135,4,3,0,0,0,0,0,0,1,0,2,84.0,0,0,347
1,1,52,2016,0,18,29,2,2,2,0.0,0,0,51,6,3,0,0,0,4,4,0,0,0,2,95.0,0,0,377
1,1,147,2016,0,18,29,2,2,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,65.7,0,1,423
1,1,10,2016,0,18,29,2,2,2,0.0,0,2,29,6,3,0,0,0,3,3,0,0,0,2,117.0,0,0,423
1,1,147,2016,0,18,29,2,2,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,65.7,0,0,423
1,1,101,2016,0,18,29,2,5,2,0.0,0,0,135,4,3,0,0,0,0,0,1,0,0,3,47.0,0,0,392
1,1,87,2016,0,18,29,2,5,2,0.0,0,0,135,4,3,0,0,0,3,3,0,1,0,2,58.0,0,0,365
1,1,87,2016,0,18,29,2,5,1,0.0,0,0,135,4,3,0,0,0,0,0,0,1,0,2,39.0,0,0,408
1,1,101,2016,0,18,29,2,5,2,0.0,0,0,135,4,3,0,0,0,0,0,0,0,0,3,47.0,0,0,392
1,1,37,2016,0,18,29,2,5,1,0.0,0,0,135,4,3,0,0,0,0,0,0,1,0,2,39.0,0,0,408
1,1,87,2016,0,18,29,2,5,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,0,2,46.0,0,0,408
1,1,87,2016,0,18,29,2,5,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,0,2,46.0,0,0,365
1,1,87,2016,0,18,29,2,5,2,0.0,0,0,135,4,3,0,0,0,4,4,0,1,0,2,70.0,0,0,365
1,1,101,2016,0,18,29,2,5,2,0.0,0,2,135,4,3,0,0,0,0,0,4,0,0,3,60.0,0,0,392
1,1,37,2016,0,18,29,2,5,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,0,2,46.0,0,0,408
1,1,76,2016,0,18,29,2,6,2,0.0,0,0,135,3,1,0,0,0,4,4,0,0,0,2,88.0,0,1,404
1,1,78,2016,0,18,29,2,7,2,0.0,0,0,135,4,3,0,0,0,0,0,3,0,0,3,40.0,0,0,410
1,1,157,2016,0,18,29,4,10,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,2,309
1,1,157,2016,0,18,29,4,10,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,0,2,79.2,0,2,309
1,1,157,2016,0,18,29,4,10,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,44.1,0,2,309
1,1,0,2016,0,18,30,0,1,1,0.0,0,0,135,3,1,0,0,0,3,3,0,0,0,2,80.0,0,0,425
1,1,14,2016,0,18,30,0,1,2,0.0,0,0,51,6,3,0,0,0,3,3,0,0,0,2,80.0,0,0,412
1,1,3,2016,0,18,30,0,1,2,0.0,0,0,135,6,3,0,0,0,4,5,0,0,0,2,85.0,0,1,425
1,1,19,2016,0,18,30,0,1,2,0.0,0,0,135,3,1,0,0,0,3,3,0,0,0,2,75.0,0,1,422
1,1,32,2016,0,18,30,0,1,2,0.0,0,0,135,3,1,0,0,0,4,4,1,0,0,2,82.5,0,1,421
1,0,197,2016,0,18,30,1,1,2,0.0,0,2,43,4,3,0,0,0,0,2,0,0,0,3,85.0,0,0,427
1,1,39,2016,0,18,30,1,1,2,0.0,0,2,135,4,3,0,0,0,0,0,0,0,0,3,86.0,0,0,394
1,1,19,2016,0,18,30,1,1,2,0.0,0,2,51,6,3,0,0,0,4,4,0,0,0,2,127.0,0,0,413
1,1,31,2016,0,18,30,1,1,2,0.0,0,2,135,4,3,0,0,0,0,0,0,0,0,3,86.0,0,0,394
1,0,197,2016,0,18,30,1,1,2,0.0,0,2,135,4,3,0,0,0,0,0,0,0,0,3,85.0,0,0,427
1,1,52,2016,0,18,30,1,1,2,0.0,0,0,161,6,3,0,0,0,3,3,0,0,0,2,77.5,0,0,374
1,0,197,2016,0,18,30,1,1,2,0.0,0,2,43,4,3,0,0,0,0,0,0,0,0,3,85.0,0,0,427
1,1,18,2016,0,18,30,1,1,2,2.0,0,2,51,6,3,0,0,0,6,6,0,0,0,2,178.0,0,1,409
1,1,8,2016,0,18,30,1,1,2,0.0,0,0,135,3,1,0,0,0,3,3,0,0,0,2,91.0,0,1,417
1,1,45,2016,0,18,30,1,1,2,0.0,0,2,135,4,3,0,0,0,0,0,0,0,0,3,86.0,0,0,394
1,1,197,2016,0,18,30,1,1,2,0.0,0,2,135,4,3,0,0,0,0,0,0,0,0,3,85.0,0,0,410
1,1,197,2016,0,18,30,1,1,2,0.0,0,2,135,4,3,0,0,0,0,0,0,0,0,3,85.0,0,0,416
1,1,178,2016,0,18,30,1,1,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,48.06,0,1,393
1,1,22,2016,0,18,30,2,2,2,0.0,0,0,51,6,3,0,0,0,4,4,0,0,0,2,100.0,0,0,404
1,1,187,2016,0,18,30,2,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,0,241
1,1,187,2016,0,18,30,2,2,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,44.1,0,0,241
1,1,187,2016,0,18,30,2,2,2,0.0,0,0,135,6,3,0,0,0,0,0,1,0,0,2,52.2,0,0,241
1,1,32,2016,0,18,30,2,5,2,0.0,0,0,123,6,3,0,0,0,4,4,0,0,0,2,93.57,0,0,413
1,0,171,2016,0,18,30,2,5,2,0.0,0,2,59,5,3,0,0,0,0,0,1,0,0,0,64.83,0,0,432
1,1,55,2016,0,18,30,2,5,3,1.0,0,0,51,6,3,0,0,0,7,7,0,0,0,2,136.0,0,1,410
1,1,246,2016,0,18,30,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,46.98,0,0,338
1,0,173,2016,0,18,30,2,5,2,0.0,0,0,76,6,3,0,0,0,0,3,0,0,0,2,46.98,0,2,432
1,0,206,2016,0,18,30,2,6,2,0.0,0,0,123,5,3,0,0,0,0,0,1,0,0,2,37.4,0,0,433
1,0,255,2016,0,18,30,4,8,2,0.0,0,0,59,5,3,0,0,0,0,0,0,0,0,2,42.3,0,0,437
1,1,171,2016,0,18,30,4,10,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,65.7,0,2,271
1,0,171,2016,0,18,30,2,5,2,0.0,1,2,59,5,3,0,0,0,0,0,0,0,0,0,63.4,0,1,432
1,1,36,2016,8,19,1,2,0,2,2.0,0,0,29,6,3,0,0,0,6,6,0,0,0,2,125.0,0,0,391
1,1,14,2016,8,19,1,2,1,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,72.0,0,0,413
1,1,76,2016,8,19,1,2,2,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,73.0,0,1,375
1,1,32,2016,8,19,1,2,3,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,0,2,95.0,0,0,413
1,1,232,2016,8,19,1,2,4,2,0.0,0,0,135,5,3,0,0,0,4,4,0,0,0,2,70.4,0,0,358
1,0,229,2016,8,19,1,2,4,2,0.0,0,0,59,5,3,0,0,0,4,4,0,0,0,2,70.4,0,1,432
1,1,186,2016,8,19,1,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,46.98,0,0,393
1,1,0,2016,8,19,1,1,0,2,2.0,0,0,51,6,3,0,0,0,6,6,0,0,0,2,135.0,0,1,426
1,1,3,2016,8,19,1,1,0,2,0.0,0,0,135,5,3,0,0,0,4,4,0,0,0,2,70.0,0,0,426
1,0,199,2016,8,19,2,1,1,2,0.0,0,2,43,4,3,0,0,0,0,0,0,0,0,2,85.0,0,0,429
1,0,199,2016,8,19,2,1,1,2,0.0,0,2,43,4,3,0,0,0,0,0,0,0,0,3,85.0,0,0,429
1,0,199,2016,8,19,2,1,1,1,0.0,0,2,43,4,3,0,0,0,0,0,1,0,0,3,54.5,0,0,429
1,1,199,2016,8,19,2,1,1,2,0.0,0,2,135,4,3,0,0,0,0,0,0,0,0,3,85.0,0,0,413
1,1,199,2016,8,19,2,1,1,2,0.0,0,2,135,4,3,0,0,0,0,0,0,0,0,3,85.0,0,0,404
1,1,199,2016,8,19,2,1,1,2,0.0,0,2,135,4,3,0,0,0,0,0,0,0,0,3,85.0,0,0,414
1,0,199,2016,8,19,2,1,1,2,0.0,0,2,43,4,3,0,0,0,0,0,1,0,0,3,42.5,0,0,429
1,0,199,2016,8,19,2,1,1,1,0.0,0,2,43,4,3,0,0,0,0,0,1,0,0,3,54.5,0,1,429
1,1,89,2016,8,19,2,1,2,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,0,2,113.0,0,0,392
1,1,6,2016,8,19,2,1,2,2,0.0,0,0,59,6,3,0,0,0,3,3,0,0,0,2,90.0,0,0,424
1,1,45,2016,8,19,2,1,3,2,0.0,0,0,15,6,3,0,0,0,4,4,0,0,0,2,95.0,0,0,382
1,1,5,2016,8,19,2,1,2,2,0.0,0,0,135,2,0,0,0,0,3,3,0,0,0,2,84.0,0,0,423
1,0,215,2016,8,19,2,1,3,2,0.0,0,0,76,6,3,0,0,0,0,0,1,0,0,2,52.2,0,1,431
1,0,203,2016,8,19,2,1,5,2,0.0,0,0,76,6,3,0,0,0,0,0,3,0,0,2,46.98,0,1,433
1,1,80,2016,8,19,2,1,5,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,73.0,0,1,410
1,1,200,2016,8,19,2,2,5,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,0,2,101.7,0,1,423
1,1,187,2016,8,19,2,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,1,338
1,1,68,2016,8,19,2,2,5,2,0.0,0,0,135,5,3,0,0,0,3,3,0,0,0,2,58.0,0,1,368
1,1,127,2016,8,19,2,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,1,315
1,1,187,2016,8,19,2,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,52.2,0,1,357
1,1,109,2016,8,19,2,2,5,1,1.0,0,0,135,5,3,0,0,0,3,3,0,0,0,2,72.5,0,1,344
1,0,201,2016,8,19,2,3,7,2,0.0,0,2,59,5,3,0,0,0,0,4,1,0,0,2,84.96,0,0,437
1,0,226,2016,8,19,2,3,7,2,0.0,0,0,59,5,3,0,0,0,3,3,1,0,0,2,46.75,0,0,437
1,0,188,2016,8,19,3,2,5,2,0.0,0,2,59,5,3,0,0,0,3,3,0,0,0,2,74.76,0,1,435
1,0,288,2016,8,19,3,2,5,2,0.0,0,0,59,5,3,0,0,0,4,4,0,0,0,0,55.83,0,0,435
1,1,108,2016,8,19,3,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,0,2,58.0,0,0,347
1,1,108,2016,8,19,3,2,5,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,0,2,88.0,0,1,347
1,0,288,2016,8,19,3,2,5,2,0.0,0,0,59,5,3,0,0,0,4,4,0,0,0,0,56.11,0,0,435
1,1,74,2016,8,19,3,2,7,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,0,2,73.0,0,0,425
1,1,129,2016,8,19,3,2,7,2,2.0,0,2,135,3,1,0,0,0,2,2,2,0,0,2,115.55,0,0,417
